InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,Day
581395,23080,RED METAL BOX TOP SECRET,1,2011-12-08 13:18:00,8.25,16892,United Kingdom,8.25,2011,12,8
563245,23201,JUMBO BAG ALPHABET,10,2011-08-15 10:53:00,2.08,16272,United Kingdom,20.8,2011,8,15
567307,20711,JUMBO BAG TOYS ,10,2011-09-19 13:35:00,2.08,15078,United Kingdom,20.8,2011,9,19
566025,82551,LAUNDRY 15C METAL SIGN,2,2011-09-08 12:55:00,1.45,17634,United Kingdom,2.9,2011,9,8
570180,22560,TRADITIONAL MODELLING CLAY,24,2011-10-07 14:28:00,1.25,17509,United Kingdom,30.0,2011,10,7
574962,22155,STAR DECORATION RUSTIC,96,2011-11-08 10:26:00,0.42,15194,United Kingdom,40.32,2011,11,8
562605,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-08-08 10:59:00,2.08,12530,Germany,20.8,2011,8,8
561320,21931,JUMBO STORAGE BAG SUKI,5,2011-07-26 12:57:00,2.08,16942,United Kingdom,10.4,2011,7,26
567625,23333,IVORY WICKER HEART MEDIUM,12,2011-09-21 12:55:00,1.25,13627,United Kingdom,15.0,2011,9,21
563940,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-08-22 09:30:00,2.08,17416,United Kingdom,20.8,2011,8,22
548312,22961,JAM MAKING SET PRINTED,1,2011-03-30 12:12:00,1.45,16059,United Kingdom,1.45,2011,3,30
580550,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",24,2011-12-05 10:00:00,1.25,13126,United Kingdom,30.0,2011,12,5
559894,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-07-13 12:06:00,0.55,14159,United Kingdom,0.55,2011,7,13
554088,21745,GAOLERS KEYS DECORATIVE GARDEN ,2,2011-05-22 12:12:00,3.75,16801,United Kingdom,7.5,2011,5,22
572294,22557,PLASTERS IN TIN VINTAGE PAISLEY ,5,2011-10-23 13:10:00,1.65,13471,United Kingdom,8.25,2011,10,23
572990,22865,HAND WARMER OWL DESIGN,12,2011-10-27 10:54:00,2.1,18276,United Kingdom,25.200000000000003,2011,10,27
569921,23468,TUSCAN VILLA BIRD TABLE ,4,2011-10-06 17:28:00,8.25,12523,France,33.0,2011,10,6
581113,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-12-07 12:19:00,9.95,14534,United Kingdom,9.95,2011,12,7
555257,22418,10 COLOUR SPACEBOY PEN,12,2011-06-01 15:28:00,0.85,17596,United Kingdom,10.2,2011,6,1
549014,22090,PAPER BUNTING RETROSPOT,1,2011-04-05 15:00:00,2.95,17841,United Kingdom,2.95,2011,4,5
538163,21258,VICTORIAN SEWING BOX LARGE,1,2010-12-09 17:27:00,12.75,17841,United Kingdom,12.75,2010,12,9
570513,23169,CLASSIC GLASS COOKIE JAR,18,2011-10-11 10:33:00,3.75,14952,United Kingdom,67.5,2011,10,11
575692,23396,LE JARDIN BOTANIQUE CUSHION COVER,3,2011-11-10 16:27:00,3.75,12508,France,11.25,2011,11,10
549313,22662,LUNCH BAG DOLLY GIRL DESIGN,30,2011-04-08 09:45:00,1.65,12393,Australia,49.5,2011,4,8
559919,23294,SET OF 6 SNACK LOAF BAKING CASES,384,2011-07-13 15:30:00,0.72,12415,Australia,276.48,2011,7,13
540980,35915B,BLUE KNITTED HEN ,10,2011-01-12 15:22:00,1.65,14514,United Kingdom,16.5,2011,1,12
548870,22360,GLASS JAR ENGLISH CONFECTIONERY,3,2011-04-04 14:41:00,2.95,14606,United Kingdom,8.850000000000001,2011,4,4
573314,22526,WHEELBARROW FOR CHILDREN ,1,2011-10-28 17:26:00,12.75,16987,United Kingdom,12.75,2011,10,28
541789,21955,DOORMAT UNION JACK GUNS AND ROSES,10,2011-01-21 13:07:00,6.75,14088,United Kingdom,67.5,2011,1,21
554682,23253,16 PIECE CUTLERY SET PANTRY DESIGN,1,2011-05-25 16:08:00,15.95,14085,United Kingdom,15.95,2011,5,25
547720,22763,KEY CABINET MA CAMPAGNE,2,2011-03-25 10:08:00,9.95,14209,United Kingdom,19.9,2011,3,25
541269,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,2011-01-17 11:01:00,1.65,12626,Germany,19.799999999999997,2011,1,17
572653,20726,LUNCH BAG WOODLAND,4,2011-10-25 12:12:00,1.65,15861,United Kingdom,6.6,2011,10,25
542888,22625,RED KITCHEN SCALES,2,2011-02-01 13:15:00,8.5,15687,United Kingdom,17.0,2011,2,1
571837,22632,HAND WARMER RED RETROSPOT,2,2011-10-19 12:11:00,2.1,16470,United Kingdom,4.2,2011,10,19
581454,22442,GROW YOUR OWN FLOWERS SET OF 3,12,2011-12-08 18:22:00,1.95,15156,United Kingdom,23.4,2011,12,8
567697,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-09-22 08:41:00,4.95,16558,United Kingdom,19.8,2011,9,22
566307,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-09-12 09:37:00,0.39,14307,United Kingdom,9.36,2011,9,12
575676,23404,HOME SWEET HOME BLACKBOARD,6,2011-11-10 15:09:00,4.95,13499,United Kingdom,29.700000000000003,2011,11,10
564172,23332,IVORY WICKER HEART LARGE,3,2011-08-23 14:19:00,1.65,16033,United Kingdom,4.949999999999999,2011,8,23
573381,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,2011-10-30 14:05:00,3.75,17590,United Kingdom,7.5,2011,10,30
568346,22681,FRENCH BLUE METAL DOOR SIGN 6,1,2011-09-26 15:28:00,2.46,14096,United Kingdom,2.46,2011,9,26
581251,21914,BLUE HARMONICA IN BOX ,12,2011-12-08 11:02:00,1.25,18210,United Kingdom,15.0,2011,12,8
558767,22668,PINK BABY BUNTING,5,2011-07-03 13:27:00,2.95,13833,United Kingdom,14.75,2011,7,3
560576,22423,REGENCY CAKESTAND 3 TIER,2,2011-07-19 14:59:00,12.75,17287,United Kingdom,25.5,2011,7,19
550216,22084,PAPER CHAIN KIT EMPIRE,12,2011-04-15 11:06:00,2.95,13516,United Kingdom,35.400000000000006,2011,4,15
545023,84997D,CHILDRENS CUTLERY POLKADOT PINK,6,2011-02-25 14:25:00,4.15,12921,United Kingdom,24.900000000000002,2011,2,25
565584,22296,HEART IVORY TRELLIS LARGE,12,2011-09-05 13:10:00,1.65,14243,United Kingdom,19.799999999999997,2011,9,5
578513,23356,LOVE HOT WATER BOTTLE,3,2011-11-24 13:32:00,5.95,16609,United Kingdom,17.85,2011,11,24
555383,22650,CERAMIC PIRATE CHEST MONEY BANK,4,2011-06-02 15:13:00,1.45,12517,Germany,5.8,2011,6,2
579412,22150,3 STRIPEY MICE FELTCRAFT,6,2011-11-29 12:47:00,1.95,14125,United Kingdom,11.7,2011,11,29
550836,22788,BROCANTE COAT RACK,1,2011-04-21 10:55:00,9.95,14759,United Kingdom,9.95,2011,4,21
550901,21703,BAG 125g SWIRLY MARBLES,12,2011-04-21 12:12:00,0.42,13389,United Kingdom,5.04,2011,4,21
576188,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-11-14 11:26:00,3.25,15168,United Kingdom,19.5,2011,11,14
543979,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-02-14 15:43:00,1.65,14606,United Kingdom,1.65,2011,2,14
569248,23184,BULL DOG BOTTLE OPENER,4,2011-10-03 10:09:00,4.95,12886,United Kingdom,19.8,2011,10,3
546545,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-03-14 15:48:00,2.95,16804,United Kingdom,5.9,2011,3,14
550473,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-04-18 13:54:00,2.08,14623,United Kingdom,2.08,2011,4,18
577696,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-21 11:57:00,4.25,16406,United Kingdom,4.25,2011,11,21
543187,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-04 11:43:00,2.95,14778,United Kingdom,17.700000000000003,2011,2,4
556415,21907,I'M ON HOLIDAY METAL SIGN,48,2011-06-10 12:19:00,1.85,12409,Switzerland,88.80000000000001,2011,6,10
548318,22055,MINI CAKE STAND  HANGING STRAWBERY,5,2011-03-30 12:45:00,0.0,13113,United Kingdom,0.0,2011,3,30
558113,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-27 08:48:00,1.25,14911,EIRE,15.0,2011,6,27
564846,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-08-30 15:16:00,2.08,14507,United Kingdom,4.16,2011,8,30
561050,23546,WRAP PAISLEY PARK ,25,2011-07-24 13:06:00,0.42,16558,United Kingdom,10.5,2011,7,24
545998,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-03-08 14:35:00,1.25,13373,United Kingdom,15.0,2011,3,8
569866,20711,JUMBO BAG TOYS ,10,2011-10-06 14:50:00,2.08,12757,Portugal,20.8,2011,10,6
573338,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011-10-30 11:47:00,1.65,14546,United Kingdom,1.65,2011,10,30
575661,22572,ROCKING HORSE GREEN CHRISTMAS ,6,2011-11-10 14:39:00,0.85,12617,France,5.1,2011,11,10
573345,23333,IVORY WICKER HEART MEDIUM,4,2011-10-30 12:14:00,1.25,17609,United Kingdom,5.0,2011,10,30
562161,47566,PARTY BUNTING,1,2011-08-03 11:58:00,4.95,17841,United Kingdom,4.95,2011,8,3
570857,22911,PAPER CHAIN KIT LONDON,1,2011-10-12 15:06:00,2.95,15555,United Kingdom,2.95,2011,10,12
556512,20719,WOODLAND CHARLOTTE BAG,6,2011-06-13 10:44:00,0.85,14688,United Kingdom,5.1,2011,6,13
581246,22865,HAND WARMER OWL DESIGN,4,2011-12-08 10:59:00,2.1,15453,United Kingdom,8.4,2011,12,8
554261,21889,WOODEN BOX OF DOMINOES,1,2011-05-23 12:32:00,1.25,16033,United Kingdom,1.25,2011,5,23
578849,23498,CLASSIC BICYCLE CLIPS ,1,2011-11-27 10:39:00,1.45,13232,United Kingdom,1.45,2011,11,27
579136,22469,HEART OF WICKER SMALL,12,2011-11-28 12:45:00,1.65,16094,United Kingdom,19.799999999999997,2011,11,28
546871,23178,JAM CLOCK MAGNET,6,2011-03-17 16:10:00,2.89,16746,United Kingdom,17.34,2011,3,17
575948,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-11-13 11:51:00,1.25,14661,United Kingdom,30.0,2011,11,13
545410,22978,PANTRY ROLLING PIN,6,2011-03-02 12:18:00,3.75,16670,United Kingdom,22.5,2011,3,2
578522,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-11-24 14:09:00,1.65,17254,United Kingdom,1.65,2011,11,24
580720,22866,HAND WARMER SCOTTY DOG DESIGN,2,2011-12-05 16:55:00,2.1,14629,United Kingdom,4.2,2011,12,5
563016,22817,CARD SUKI BIRTHDAY,12,2011-08-11 12:44:00,0.42,15358,United Kingdom,5.04,2011,8,11
548371,22680,FRENCH BLUE METAL DOOR SIGN 5,1,2011-03-30 16:28:00,1.25,17757,United Kingdom,1.25,2011,3,30
573130,23083,SET 6 PAPER TABLE LANTERN STARS ,8,2011-10-27 16:41:00,3.75,13969,United Kingdom,30.0,2011,10,27
565088,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-09-01 10:11:00,0.83,16145,United Kingdom,6.64,2011,9,1
565579,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-09-05 12:35:00,0.55,18283,United Kingdom,0.55,2011,9,5
565593,20727,LUNCH BAG  BLACK SKULL.,10,2011-09-05 14:07:00,1.65,17612,United Kingdom,16.5,2011,9,5
569659,22312,OFFICE MUG WARMER POLKADOT,2,2011-10-05 13:04:00,2.95,14099,United Kingdom,5.9,2011,10,5
536523,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6,2010-12-01 12:50:00,4.95,12868,United Kingdom,29.700000000000003,2010,12,1
575916,POST,POSTAGE,1,2011-11-11 16:49:00,18.0,12691,France,18.0,2011,11,11
561170,15058A,BLUE POLKADOT GARDEN PARASOL,2,2011-07-25 13:16:00,7.95,16027,United Kingdom,15.9,2011,7,25
572035,22492,MINI PAINT SET VINTAGE ,576,2011-10-20 12:03:00,0.55,14646,Netherlands,316.8,2011,10,20
576688,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-11-16 12:16:00,2.49,16717,United Kingdom,14.940000000000001,2011,11,16
537258,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2010-12-06 11:16:00,0.85,17227,United Kingdom,0.85,2010,12,6
552285,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2011-05-08 12:58:00,2.1,14684,United Kingdom,2.1,2011,5,8
555931,84661B,BLACK SQUARE TABLE CLOCK,6,2011-06-08 08:31:00,2.55,17828,Malta,15.299999999999999,2011,6,8
554494,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3,2011-05-24 14:00:00,2.55,16327,United Kingdom,7.6499999999999995,2011,5,24
543799,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-13 11:22:00,1.69,17236,United Kingdom,27.04,2011,2,13
576400,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-11-15 10:51:00,4.95,13632,United Kingdom,29.700000000000003,2011,11,15
567076,22123,PING MICROWAVE APRON,12,2011-09-16 12:27:00,1.95,15505,United Kingdom,23.4,2011,9,16
563137,22785,SQUARECUSHION COVER PINK UNION JACK,1,2011-08-12 11:22:00,6.75,14534,United Kingdom,6.75,2011,8,12
546569,23176,ABC TREASURE BOOK BOX ,8,2011-03-15 10:53:00,2.25,14016,EIRE,18.0,2011,3,15
559866,23010,CIRCUS PARADE BABY GIFT SET,1,2011-07-13 10:43:00,16.95,15795,United Kingdom,16.95,2011,7,13
571219,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-14 13:35:00,4.95,15601,United Kingdom,19.8,2011,10,14
566451,22151,PLACE SETTING WHITE HEART,6,2011-09-12 16:14:00,0.42,18069,United Kingdom,2.52,2011,9,12
575642,84987,SET OF 36 TEATIME PAPER DOILIES,24,2011-11-10 14:07:00,1.45,14466,United Kingdom,34.8,2011,11,10
542891,22847,BREAD BIN DINER STYLE IVORY,4,2011-02-01 13:26:00,14.95,16705,United Kingdom,59.8,2011,2,1
566267,21277,FRENCH STYLE EMBOSSED HEART CABINET,2,2011-09-11 13:32:00,21.95,12647,Germany,43.9,2011,9,11
579759,23552,BICYCLE PUNCTURE REPAIR KIT ,72,2011-11-30 15:02:00,1.79,15251,United Kingdom,128.88,2011,11,30
568040,22314,OFFICE MUG WARMER CHOC+BLUE,6,2011-09-23 12:09:00,2.95,12681,France,17.700000000000003,2011,9,23
562893,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-08-10 12:25:00,2.1,17442,United Kingdom,12.600000000000001,2011,8,10
C572410,22699,ROSES REGENCY TEACUP AND SAUCER ,-168,2011-10-24 11:58:00,2.55,16742,United Kingdom,-428.4,2011,10,24
578255,23209,LUNCH BAG VINTAGE DOILY ,1,2011-11-23 12:58:00,1.65,14675,United Kingdom,1.65,2011,11,23
550974,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-04-21 17:10:00,1.95,13862,United Kingdom,15.6,2011,4,21
563189,22467,GUMBALL COAT RACK,6,2011-08-12 15:22:00,2.55,12682,France,15.299999999999999,2011,8,12
574914,23186,FRENCH STYLE STORAGE JAR CAFE ,6,2011-11-07 16:16:00,0.29,17109,United Kingdom,1.7399999999999998,2011,11,7
546367,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,12,2011-03-11 11:38:00,1.65,15513,United Kingdom,19.799999999999997,2011,3,11
567823,22970,LONDON BUS COFFEE MUG,36,2011-09-22 12:55:00,2.1,12910,United Kingdom,75.60000000000001,2011,9,22
548533,22776,SWEETHEART CAKESTAND 3 TIER,3,2011-03-31 17:17:00,9.95,13883,United Kingdom,29.849999999999998,2011,3,31
556440,22229,BUNNY WOODEN PAINTED WITH FLOWER ,24,2011-06-10 14:51:00,0.39,14401,United Kingdom,9.36,2011,6,10
568907,21564,PINK  HEART SHAPE LOVE BUCKET ,6,2011-09-29 13:35:00,2.95,15370,United Kingdom,17.700000000000003,2011,9,29
572107,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-10-20 17:13:00,12.75,15836,United Kingdom,12.75,2011,10,20
578270,21991,BOHEMIAN COLLAGE STATIONERY SET,6,2011-11-23 13:39:00,2.46,14096,United Kingdom,14.76,2011,11,23
560692,22095,LADS ONLY TISSUE BOX,1,2011-07-20 12:01:00,0.39,14704,United Kingdom,0.39,2011,7,20
563723,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-18 16:43:00,1.69,13319,United Kingdom,27.04,2011,8,18
553946,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,2011-05-20 10:48:00,14.95,15601,United Kingdom,14.95,2011,5,20
555638,22918,HERB MARKER PARSLEY,12,2011-06-06 12:51:00,0.65,15150,United Kingdom,7.800000000000001,2011,6,6
557213,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-06-17 12:16:00,2.55,15021,United Kingdom,15.299999999999999,2011,6,17
575726,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2011-11-10 19:12:00,1.45,16791,United Kingdom,1.45,2011,11,10
572061,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-10-20 12:53:00,1.25,12474,Germany,30.0,2011,10,20
577300,51014A,"FEATHER PEN,HOT PINK",24,2011-11-18 12:53:00,0.39,16924,United Kingdom,9.36,2011,11,18
569832,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,24,2011-10-06 12:51:00,1.45,15315,United Kingdom,34.8,2011,10,6
569824,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,6,2011-10-06 12:22:00,0.83,17295,United Kingdom,4.9799999999999995,2011,10,6
556264,79321,CHILLI LIGHTS,8,2011-06-09 18:42:00,5.75,16107,United Kingdom,46.0,2011,6,9
567656,22467,GUMBALL COAT RACK,1,2011-09-21 14:40:00,4.96,14096,United Kingdom,4.96,2011,9,21
549304,85177,BASKET OF FLOWERS SEWING KIT,12,2011-04-08 08:39:00,0.85,16133,United Kingdom,10.2,2011,4,8
551820,22551,PLASTERS IN TIN SPACEBOY,12,2011-05-04 12:11:00,1.65,12645,Germany,19.799999999999997,2011,5,4
560504,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-07-19 11:47:00,1.65,13081,United Kingdom,13.2,2011,7,19
543470,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2011-02-08 14:58:00,2.95,16951,United Kingdom,35.400000000000006,2011,2,8
572219,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-10-21 13:17:00,2.08,17463,United Kingdom,2.08,2011,10,21
549740,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-04-12 09:49:00,0.55,15981,United Kingdom,13.200000000000001,2011,4,12
561066,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2011-07-24 14:21:00,2.1,16710,United Kingdom,2.1,2011,7,24
538040,22115,METAL SIGN EMPIRE TEA,1,2010-12-09 13:08:00,2.95,16520,United Kingdom,2.95,2010,12,9
554950,22365,DOORMAT RESPECTABLE HOUSE,2,2011-05-27 14:48:00,7.95,14227,United Kingdom,15.9,2011,5,27
580154,21481,FAWN BLUE HOT WATER BOTTLE,4,2011-12-02 10:24:00,3.75,12569,Germany,15.0,2011,12,2
574675,23101,SILVER STARS TABLE DECORATION,12,2011-11-06 12:31:00,0.83,17289,United Kingdom,9.959999999999999,2011,11,6
555941,22492,MINI PAINT SET VINTAGE ,36,2011-06-08 10:10:00,0.65,12726,France,23.400000000000002,2011,6,8
540546,22491,PACK OF 12 COLOURED PENCILS,12,2011-01-09 15:56:00,0.85,12766,Portugal,10.2,2011,1,9
554125,82580,BATHROOM METAL SIGN,12,2011-05-23 08:52:00,0.55,13885,United Kingdom,6.6000000000000005,2011,5,23
571914,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-10-19 15:33:00,0.55,14776,United Kingdom,13.200000000000001,2011,10,19
540146,84050,PINK HEART SHAPE EGG FRYING PAN,8,2011-01-05 10:51:00,1.65,15002,United Kingdom,13.2,2011,1,5
551885,20728,LUNCH BAG CARS BLUE,10,2011-05-05 09:18:00,1.65,16700,United Kingdom,16.5,2011,5,5
C546204,POST,POSTAGE,-1,2011-03-10 11:13:00,1.72,13599,United Kingdom,-1.72,2011,3,10
566308,23245,SET OF 3 REGENCY CAKE TINS,8,2011-09-12 09:38:00,4.95,15865,United Kingdom,39.6,2011,9,12
547793,22797,CHEST OF DRAWERS GINGHAM HEART ,2,2011-03-25 12:10:00,16.95,14758,United Kingdom,33.9,2011,3,25
549577,22024,RAINY LADIES BIRTHDAY CARD,12,2011-04-11 08:16:00,0.42,14286,United Kingdom,5.04,2011,4,11
563199,21955,DOORMAT UNION JACK GUNS AND ROSES,2,2011-08-14 10:38:00,7.95,16326,United Kingdom,15.9,2011,8,14
569897,22094,RED RETROSPOT TISSUE BOX,1,2011-10-06 16:01:00,0.39,17813,United Kingdom,0.39,2011,10,6
C561596,22231,JIGSAW TREE WITH BIRDHOUSE,-4,2011-07-28 11:23:00,0.59,16558,United Kingdom,-2.36,2011,7,28
548408,22960,JAM MAKING SET WITH JARS,6,2011-03-31 10:26:00,4.25,17438,United Kingdom,25.5,2011,3,31
543273,22386,JUMBO BAG PINK POLKADOT,20,2011-02-06 11:29:00,1.95,16456,United Kingdom,39.0,2011,2,6
541126,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-01-14 10:10:00,3.75,15626,United Kingdom,15.0,2011,1,14
553489,23175,REGENCY MILK JUG PINK ,6,2011-05-17 12:43:00,3.25,15730,United Kingdom,19.5,2011,5,17
541965,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2011-01-24 13:27:00,0.42,12625,Germany,5.04,2011,1,24
565788,23217,LAUREL HEART ANTIQUE SILVER,12,2011-09-07 08:18:00,1.25,13210,United Kingdom,15.0,2011,9,7
541839,22037,ROBOT BIRTHDAY CARD,12,2011-01-23 11:15:00,0.42,17769,United Kingdom,5.04,2011,1,23
572182,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-10-21 10:32:00,1.25,13588,United Kingdom,15.0,2011,10,21
552318,22557,PLASTERS IN TIN VINTAGE PAISLEY ,3,2011-05-08 16:13:00,1.65,17231,United Kingdom,4.949999999999999,2011,5,8
559672,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",10,2011-07-11 14:04:00,0.39,14796,United Kingdom,3.9000000000000004,2011,7,11
552880,21894,POTTING SHED SEED ENVELOPES,12,2011-05-12 09:59:00,1.25,18245,United Kingdom,15.0,2011,5,12
564145,21934,SKULL SHOULDER BAG,10,2011-08-23 12:18:00,1.65,14329,United Kingdom,16.5,2011,8,23
571850,22496,SET OF 2 ROUND TINS DUTCH CHEESE,2,2011-10-19 12:54:00,2.95,14698,United Kingdom,5.9,2011,10,19
537762,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-12-08 12:01:00,2.55,16558,United Kingdom,15.299999999999999,2010,12,8
577517,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-11-20 13:16:00,4.95,16710,United Kingdom,9.9,2011,11,20
574040,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-11-02 13:01:00,4.95,14974,United Kingdom,4.95,2011,11,2
562454,22608,PENS ASSORTED FUNKY JEWELED ,36,2011-08-05 10:31:00,0.19,15128,United Kingdom,6.84,2011,8,5
564079,22378,WALL TIDY RETROSPOT ,5,2011-08-22 15:55:00,2.1,12627,Germany,10.5,2011,8,22
572771,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-10-26 10:24:00,1.45,16173,United Kingdom,17.4,2011,10,26
570488,22630,DOLLY GIRL LUNCH BOX,2,2011-10-10 17:12:00,4.13,14096,United Kingdom,8.26,2011,10,10
546782,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-17 09:13:00,1.25,15291,United Kingdom,15.0,2011,3,17
563246,22629,SPACEBOY LUNCH BOX ,12,2011-08-15 10:57:00,1.95,13089,United Kingdom,23.4,2011,8,15
538715,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-12-14 11:03:00,4.65,14907,United Kingdom,18.6,2010,12,14
547060,84596E,SMALL LICORICE DES PINK BOWL,1,2011-03-20 12:57:00,0.42,17954,United Kingdom,0.42,2011,3,20
542303,22443,GROW YOUR OWN HERBS SET OF 3,2,2011-01-27 11:05:00,7.95,12539,Spain,15.9,2011,1,27
567370,20750,RED RETROSPOT MINI CASES,24,2011-09-20 09:13:00,6.35,14236,United Kingdom,152.39999999999998,2011,9,20
538908,22966,GINGERBREAD MAN COOKIE CUTTER,24,2010-12-15 10:41:00,1.25,16954,United Kingdom,30.0,2010,12,15
554376,22279,POCKET BAG BLUE PAISLEY RED SPOT,3,2011-05-24 11:31:00,1.25,15719,United Kingdom,3.75,2011,5,24
550323,22983,CARD BILLBOARD FONT,24,2011-04-17 12:57:00,0.42,13692,United Kingdom,10.08,2011,4,17
553385,23299,FOOD COVER WITH BEADS SET 2 ,2,2011-05-16 15:53:00,3.75,16710,United Kingdom,7.5,2011,5,16
551529,21242,RED RETROSPOT PLATE ,16,2011-05-01 13:18:00,1.69,12524,Germany,27.04,2011,5,1
574714,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-11-06 14:29:00,1.65,15427,United Kingdom,3.3,2011,11,6
560240,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-07-17 11:59:00,2.95,15716,United Kingdom,29.5,2011,7,17
574710,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-11-06 14:17:00,2.95,15427,United Kingdom,5.9,2011,11,6
545872,46000R,POLYESTER FILLER PAD 45x30cm,2,2011-03-07 14:51:00,1.45,15752,United Kingdom,2.9,2011,3,7
C567948,23406,HOME SWEET HOME KEY HOLDER,-2,2011-09-23 08:21:00,6.25,14769,United Kingdom,-12.5,2011,9,23
572023,23091,ZINC HERB GARDEN CONTAINER,2,2011-10-20 11:03:00,6.25,17764,United Kingdom,12.5,2011,10,20
576779,23331,DECORATIVE WICKER HEART SMALL,14,2011-11-16 13:25:00,0.63,14554,United Kingdom,8.82,2011,11,16
575932,22087,PAPER BUNTING WHITE LACE,2,2011-11-13 10:35:00,2.95,16923,United Kingdom,5.9,2011,11,13
558096,72741,GRAND CHOCOLATECANDLE,9,2011-06-26 13:24:00,1.45,15532,United Kingdom,13.049999999999999,2011,6,26
551855,23069,EDWARDIAN PHOTO FRAME,2,2011-05-04 15:08:00,6.25,12836,United Kingdom,12.5,2011,5,4
560410,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-07-18 14:28:00,7.95,17213,United Kingdom,15.9,2011,7,18
567905,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-09-22 16:37:00,4.95,12952,United Kingdom,14.850000000000001,2011,9,22
559948,22630,DOLLY GIRL LUNCH BOX,12,2011-07-14 10:41:00,1.95,12653,Israel,23.4,2011,7,14
552023,22668,PINK BABY BUNTING,5,2011-05-05 17:59:00,2.95,17624,United Kingdom,14.75,2011,5,5
548734,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-04-04 10:40:00,4.95,13059,United Kingdom,4.95,2011,4,4
560856,23550,WRAP ALPHABET POSTER  ,25,2011-07-21 13:06:00,0.42,16607,United Kingdom,10.5,2011,7,21
562540,22443,GROW YOUR OWN HERBS SET OF 3,2,2011-08-05 15:38:00,7.95,17400,United Kingdom,15.9,2011,8,5
